"Data (mm-dd)","Distrito","Óbitos"
"Fev-03","Desconhecido","1"
"Fev-04","Desconhecido","0"
"Fev-05","Desconhecido","1"
"Fev-06","Desconhecido","0"
"Fev-07","Desconhecido","0"
"Fev-08","Desconhecido","3"
"Fev-09","Desconhecido","0"
"Fev-10","Desconhecido","1"
"Fev-11","Desconhecido","0"
"Fev-12","Desconhecido","0"
"Fev-13","Desconhecido","0"
"Fev-14","Desconhecido","0"
"Fev-15","Desconhecido","0"
"Fev-16","Desconhecido","1"
"Fev-17","Desconhecido","1"
"Fev-18","Desconhecido","0"
"Fev-19","Desconhecido","2"
"Fev-20","Desconhecido","1"
"Fev-21","Desconhecido","0"
"Fev-22","Desconhecido","0"
"Fev-23","Desconhecido","0"
"Fev-24","Desconhecido","0"
"Fev-25","Desconhecido","0"
"Fev-26","Desconhecido","2"
"Fev-27","Desconhecido","1"
"Fev-28","Desconhecido","0"
"Fev-29","Desconhecido","0"
"Mar-01","Desconhecido","0"
"Mar-02","Desconhecido","0"
"Mar-03","Desconhecido","1"
"Mar-04","Desconhecido","1"
"Mar-05","Desconhecido","1"
"Mar-06","Desconhecido","0"
"Mar-07","Desconhecido","0"
"Mar-08","Desconhecido","0"
"Mar-09","Desconhecido","1"
"Mar-10","Desconhecido","1"
"Mar-11","Desconhecido","1"
"Mar-12","Desconhecido","1"
"Mar-13","Desconhecido","0"
"Mar-14","Desconhecido","0"
"Mar-15","Desconhecido","0"
"Mar-16","Desconhecido","0"
"Mar-17","Desconhecido","0"
"Mar-18","Desconhecido","0"
"Mar-19","Desconhecido","1"
"Mar-20","Desconhecido","0"
"Mar-21","Desconhecido","1"
"Mar-22","Desconhecido","1"
"Mar-23","Desconhecido","2"
"Mar-24","Desconhecido","0"
"Mar-25","Desconhecido","1"
"Mar-26","Desconhecido","0"
"Mar-27","Desconhecido","1"
"Mar-28","Desconhecido","0"
"Mar-29","Desconhecido","0"
"Mar-30","Desconhecido","1"
"Mar-31","Desconhecido","1"
"Abr-01","Desconhecido","0"
"Abr-02","Desconhecido","1"
"Abr-03","Desconhecido","0"
"Abr-04","Desconhecido","0"
"Abr-05","Desconhecido","0"
"Abr-06","Desconhecido","0"
"Abr-07","Desconhecido","0"
"Abr-08","Desconhecido","2"
"Abr-09","Desconhecido","0"
"Abr-10","Desconhecido","0"
"Abr-11","Desconhecido","0"
"Abr-12","Desconhecido","0"
"Abr-13","Desconhecido","0"
"Abr-14","Desconhecido","0"
"Abr-15","Desconhecido","1"
"Abr-16","Desconhecido","0"
"Abr-17","Desconhecido","0"
"Abr-18","Desconhecido","1"
"Abr-19","Desconhecido","0"
"Abr-20","Desconhecido","1"
"Abr-21","Desconhecido","0"
"Abr-22","Desconhecido","0"
"Abr-23","Desconhecido","2"
"Abr-24","Desconhecido","1"
"Abr-25","Desconhecido","1"
"Abr-26","Desconhecido","0"
"Abr-27","Desconhecido","1"
"Abr-28","Desconhecido","0"
"Abr-29","Desconhecido","1"
"Abr-30","Desconhecido","0"
"Mai-01","Desconhecido","0"
"Mai-02","Desconhecido","0"
"Mai-03","Desconhecido","0"
"Mai-04","Desconhecido","1"
"Mai-05","Desconhecido","3"
"Mai-06","Desconhecido","1"
"Mai-07","Desconhecido","0"
"Mai-08","Desconhecido","0"
"Mai-09","Desconhecido","0"
"Mai-10","Desconhecido","1"
"Mai-11","Desconhecido","0"
"Mai-12","Desconhecido","0"
"Mai-13","Desconhecido","0"
"Mai-14","Desconhecido","0"
"Mai-15","Desconhecido","0"
"Mai-16","Desconhecido","0"
"Mai-17","Desconhecido","0"
"Mai-18","Desconhecido","2"
"Mai-19","Desconhecido","2"
"Mai-20","Desconhecido","0"
"Mai-21","Desconhecido","2"
"Mai-22","Desconhecido","3"
"Mai-23","Desconhecido","3"
"Jan-01","Estrangeiro","1"
"Jan-02","Estrangeiro","2"
"Jan-03","Estrangeiro","0"
"Jan-04","Estrangeiro","3"
"Jan-05","Estrangeiro","1"
"Jan-06","Estrangeiro","0"
"Jan-07","Estrangeiro","0"
"Jan-08","Estrangeiro","0"
"Jan-09","Estrangeiro","4"
"Jan-10","Estrangeiro","0"
"Jan-11","Estrangeiro","2"
"Jan-12","Estrangeiro","1"
"Jan-13","Estrangeiro","1"
"Jan-14","Estrangeiro","2"
"Jan-15","Estrangeiro","3"
"Jan-16","Estrangeiro","0"
"Jan-17","Estrangeiro","2"
"Jan-18","Estrangeiro","2"
"Jan-19","Estrangeiro","1"
"Jan-20","Estrangeiro","2"
"Jan-21","Estrangeiro","1"
"Jan-22","Estrangeiro","0"
"Jan-23","Estrangeiro","1"
"Jan-24","Estrangeiro","1"
"Jan-25","Estrangeiro","3"
"Jan-26","Estrangeiro","1"
"Jan-27","Estrangeiro","3"
"Jan-28","Estrangeiro","2"
"Jan-29","Estrangeiro","1"
"Jan-30","Estrangeiro","0"
"Jan-31","Estrangeiro","1"
"Fev-01","Estrangeiro","1"
"Fev-02","Estrangeiro","2"
"Fev-03","Estrangeiro","0"
"Fev-04","Estrangeiro","1"
"Fev-05","Estrangeiro","2"
"Fev-06","Estrangeiro","2"
"Fev-07","Estrangeiro","2"
"Fev-08","Estrangeiro","0"
"Fev-09","Estrangeiro","2"
"Fev-10","Estrangeiro","0"
"Fev-11","Estrangeiro","1"
"Fev-12","Estrangeiro","2"
"Fev-13","Estrangeiro","2"
"Fev-14","Estrangeiro","3"
"Fev-15","Estrangeiro","3"
"Fev-16","Estrangeiro","0"
"Fev-17","Estrangeiro","0"
"Fev-18","Estrangeiro","0"
"Fev-19","Estrangeiro","2"
"Fev-20","Estrangeiro","0"
"Fev-21","Estrangeiro","0"
"Fev-22","Estrangeiro","1"
"Fev-23","Estrangeiro","0"
"Fev-24","Estrangeiro","2"
"Fev-25","Estrangeiro","1"
"Fev-26","Estrangeiro","1"
"Fev-27","Estrangeiro","2"
"Fev-28","Estrangeiro","1"
"Fev-29","Estrangeiro","0"
"Mar-01","Estrangeiro","2"
"Mar-02","Estrangeiro","1"
"Mar-03","Estrangeiro","1"
"Mar-04","Estrangeiro","0"
"Mar-05","Estrangeiro","0"
"Mar-06","Estrangeiro","0"
"Mar-07","Estrangeiro","1"
"Mar-08","Estrangeiro","0"
"Mar-09","Estrangeiro","4"
"Mar-10","Estrangeiro","3"
"Mar-11","Estrangeiro","1"
"Mar-12","Estrangeiro","1"
"Mar-13","Estrangeiro","2"
"Mar-14","Estrangeiro","2"
"Mar-15","Estrangeiro","1"
"Mar-16","Estrangeiro","4"
"Mar-17","Estrangeiro","0"
"Mar-18","Estrangeiro","1"
"Mar-19","Estrangeiro","1"
"Mar-20","Estrangeiro","1"
"Mar-21","Estrangeiro","0"
"Mar-22","Estrangeiro","1"
"Mar-23","Estrangeiro","0"
"Mar-24","Estrangeiro","2"
"Mar-25","Estrangeiro","1"
"Mar-26","Estrangeiro","0"
"Mar-27","Estrangeiro","0"
"Mar-28","Estrangeiro","2"
"Mar-29","Estrangeiro","0"
"Mar-30","Estrangeiro","0"
"Mar-31","Estrangeiro","0"
"Abr-01","Estrangeiro","0"
"Abr-02","Estrangeiro","2"
"Abr-03","Estrangeiro","1"
"Abr-04","Estrangeiro","0"
"Abr-05","Estrangeiro","0"
"Abr-06","Estrangeiro","2"
"Abr-07","Estrangeiro","0"
"Abr-08","Estrangeiro","1"
"Abr-09","Estrangeiro","0"
"Abr-10","Estrangeiro","1"
"Abr-11","Estrangeiro","1"
"Abr-12","Estrangeiro","0"
"Abr-13","Estrangeiro","2"
"Abr-14","Estrangeiro","2"
"Abr-15","Estrangeiro","1"
"Abr-16","Estrangeiro","1"
"Abr-17","Estrangeiro","1"
"Abr-18","Estrangeiro","0"
"Abr-19","Estrangeiro","0"
"Abr-20","Estrangeiro","0"
"Abr-21","Estrangeiro","0"
"Abr-22","Estrangeiro","1"
"Abr-23","Estrangeiro","0"
"Abr-24","Estrangeiro","1"
"Abr-25","Estrangeiro","0"
"Abr-26","Estrangeiro","1"
"Abr-27","Estrangeiro","1"
"Abr-28","Estrangeiro","0"
"Abr-29","Estrangeiro","0"
"Abr-30","Estrangeiro","0"
"Mai-01","Estrangeiro","1"
"Mai-02","Estrangeiro","0"
"Mai-03","Estrangeiro","0"
"Mai-04","Estrangeiro","1"
"Mai-05","Estrangeiro","0"
"Mai-06","Estrangeiro","0"
"Mai-07","Estrangeiro","1"
"Mai-08","Estrangeiro","1"
"Mai-09","Estrangeiro","0"
"Mai-10","Estrangeiro","1"
"Mai-11","Estrangeiro","1"
"Mai-12","Estrangeiro","0"
"Mai-13","Estrangeiro","0"
"Mai-14","Estrangeiro","1"
"Mai-15","Estrangeiro","0"
"Mai-16","Estrangeiro","0"
"Mai-17","Estrangeiro","1"
"Mai-18","Estrangeiro","0"
"Mai-19","Estrangeiro","0"
"Mai-20","Estrangeiro","0"
"Mai-21","Estrangeiro","0"
"Mai-22","Estrangeiro","0"
"Mai-23","Estrangeiro","0"
"Jan-01","Évora","8"
"Jan-02","Évora","5"
"Jan-03","Évora","4"
"Jan-04","Évora","11"
"Jan-05","Évora","11"
"Jan-06","Évora","5"
"Jan-07","Évora","4"
"Jan-08","Évora","7"
"Jan-09","Évora","8"
"Jan-10","Évora","10"
"Jan-11","Évora","8"
"Jan-12","Évora","10"
"Jan-13","Évora","4"
"Jan-14","Évora","11"
"Jan-15","Évora","2"
"Jan-16","Évora","7"
"Jan-17","Évora","7"
"Jan-18","Évora","9"
"Jan-19","Évora","6"
"Jan-20","Évora","3"
"Jan-21","Évora","4"
"Jan-22","Évora","9"
"Jan-23","Évora","7"
"Jan-24","Évora","7"
"Jan-25","Évora","8"
"Jan-26","Évora","9"
"Jan-27","Évora","9"
"Jan-28","Évora","12"
"Jan-29","Évora","6"
"Jan-30","Évora","6"
"Jan-31","Évora","6"
"Fev-01","Évora","8"
"Fev-02","Évora","7"
"Fev-03","Évora","7"
"Fev-04","Évora","8"
"Fev-05","Évora","7"
"Fev-06","Évora","6"
"Fev-07","Évora","5"
"Fev-08","Évora","4"
"Fev-09","Évora","5"
"Fev-10","Évora","7"
"Fev-11","Évora","4"
"Fev-12","Évora","6"
"Fev-13","Évora","9"
"Fev-14","Évora","2"
"Fev-15","Évora","8"
"Fev-16","Évora","3"
"Fev-17","Évora","2"
"Fev-18","Évora","5"
"Fev-19","Évora","5"
"Fev-20","Évora","6"
"Fev-21","Évora","4"
"Fev-22","Évora","6"
"Fev-23","Évora","10"
"Fev-24","Évora","10"
"Fev-25","Évora","10"
"Fev-26","Évora","6"
"Fev-27","Évora","3"
"Fev-28","Évora","6"
"Fev-29","Évora","9"
"Mar-01","Évora","10"
"Mar-02","Évora","7"
"Mar-03","Évora","9"
"Mar-04","Évora","9"
"Mar-05","Évora","9"
"Mar-06","Évora","9"
"Mar-07","Évora","8"
"Mar-08","Évora","6"
"Mar-09","Évora","3"
"Mar-10","Évora","5"
"Mar-11","Évora","3"
"Mar-12","Évora","8"
"Mar-13","Évora","9"
"Mar-14","Évora","4"
"Mar-15","Évora","10"
"Mar-16","Évora","6"
"Mar-17","Évora","9"
"Mar-18","Évora","9"
"Mar-19","Évora","7"
"Mar-20","Évora","6"
"Mar-21","Évora","6"
"Mar-22","Évora","5"
"Mar-23","Évora","11"
"Mar-24","Évora","3"
"Mar-25","Évora","12"
"Mar-26","Évora","7"
"Mar-27","Évora","4"
"Mar-28","Évora","12"
"Mar-29","Évora","6"
"Mar-30","Évora","5"
"Mar-31","Évora","5"
"Abr-01","Évora","10"
"Abr-02","Évora","13"
"Abr-03","Évora","9"
"Abr-04","Évora","11"
"Abr-05","Évora","9"
"Abr-06","Évora","8"
"Abr-07","Évora","7"
"Abr-08","Évora","9"
"Abr-09","Évora","7"
"Abr-10","Évora","10"
"Abr-11","Évora","10"
"Abr-12","Évora","11"
"Abr-13","Évora","3"
"Abr-14","Évora","3"
"Abr-15","Évora","5"
"Abr-16","Évora","3"
"Abr-17","Évora","7"
"Abr-18","Évora","6"
"Abr-19","Évora","5"
"Abr-20","Évora","7"
"Abr-21","Évora","4"
"Abr-22","Évora","4"
"Abr-23","Évora","6"
"Abr-24","Évora","9"
"Abr-25","Évora","6"
"Abr-26","Évora","5"
"Abr-27","Évora","5"
"Abr-28","Évora","11"
"Abr-29","Évora","4"
"Abr-30","Évora","4"
"Mai-01","Évora","5"
"Mai-02","Évora","5"
"Mai-03","Évora","5"
"Mai-04","Évora","0"
"Mai-05","Évora","8"
"Mai-06","Évora","6"
"Mai-07","Évora","8"
"Mai-08","Évora","7"
"Mai-09","Évora","8"
"Mai-10","Évora","2"
"Mai-11","Évora","6"
"Mai-12","Évora","6"
"Mai-13","Évora","2"
"Mai-14","Évora","5"
"Mai-15","Évora","6"
"Mai-16","Évora","4"
"Mai-17","Évora","4"
"Mai-18","Évora","9"
"Mai-19","Évora","4"
"Mai-20","Évora","9"
"Mai-21","Évora","6"
"Mai-22","Évora","3"
"Mai-23","Évora","6"
"Jan-01","Faro","24"
"Jan-02","Faro","20"
"Jan-03","Faro","18"
"Jan-04","Faro","17"
"Jan-05","Faro","13"
"Jan-06","Faro","22"
"Jan-07","Faro","21"
"Jan-08","Faro","25"
"Jan-09","Faro","12"
"Jan-10","Faro","18"
"Jan-11","Faro","18"
"Jan-12","Faro","16"
"Jan-13","Faro","22"
"Jan-14","Faro","23"
"Jan-15","Faro","21"
"Jan-16","Faro","11"
"Jan-17","Faro","16"
"Jan-18","Faro","19"
"Jan-19","Faro","19"
"Jan-20","Faro","16"
"Jan-21","Faro","15"
"Jan-22","Faro","12"
"Jan-23","Faro","23"
"Jan-24","Faro","20"
"Jan-25","Faro","18"
"Jan-26","Faro","13"
"Jan-27","Faro","25"
"Jan-28","Faro","15"
"Jan-29","Faro","19"
"Jan-30","Faro","22"
"Jan-31","Faro","21"
"Fev-01","Faro","20"
"Fev-02","Faro","19"
"Fev-03","Faro","17"
"Fev-04","Faro","17"
"Fev-05","Faro","16"
"Fev-06","Faro","24"
"Fev-07","Faro","16"
"Fev-08","Faro","16"
"Fev-09","Faro","8"
"Fev-10","Faro","12"
"Fev-11","Faro","11"
"Fev-12","Faro","19"
"Fev-13","Faro","14"
"Fev-14","Faro","11"
"Fev-15","Faro","14"
"Fev-16","Faro","14"
"Fev-17","Faro","16"
"Fev-18","Faro","5"
"Fev-19","Faro","17"
"Fev-20","Faro","8"
"Fev-21","Faro","14"
"Fev-22","Faro","17"
"Fev-23","Faro","16"
"Fev-24","Faro","8"
"Fev-25","Faro","21"
"Fev-26","Faro","12"
"Fev-27","Faro","18"
"Fev-28","Faro","11"
"Fev-29","Faro","9"
"Mar-01","Faro","13"
"Mar-02","Faro","19"
"Mar-03","Faro","12"
"Mar-04","Faro","11"
"Mar-05","Faro","12"
"Mar-06","Faro","11"
"Mar-07","Faro","20"
"Mar-08","Faro","7"
"Mar-09","Faro","10"
"Mar-10","Faro","15"
"Mar-11","Faro","17"
"Mar-12","Faro","14"
"Mar-13","Faro","16"
"Mar-14","Faro","20"
"Mar-15","Faro","17"
"Mar-16","Faro","9"
"Mar-17","Faro","14"
"Mar-18","Faro","16"
"Mar-19","Faro","15"
"Mar-20","Faro","23"
"Mar-21","Faro","16"
"Mar-22","Faro","11"
"Mar-23","Faro","10"
"Mar-24","Faro","14"
"Mar-25","Faro","18"
"Mar-26","Faro","25"
"Mar-27","Faro","21"
"Mar-28","Faro","15"
"Mar-29","Faro","15"
"Mar-30","Faro","21"
"Mar-31","Faro","15"
"Abr-01","Faro","15"
"Abr-02","Faro","13"
"Abr-03","Faro","13"
"Abr-04","Faro","20"
"Abr-05","Faro","15"
"Abr-06","Faro","17"
"Abr-07","Faro","13"
"Abr-08","Faro","25"
"Abr-09","Faro","12"
"Abr-10","Faro","15"
"Abr-11","Faro","18"
"Abr-12","Faro","16"
"Abr-13","Faro","17"
"Abr-14","Faro","12"
"Abr-15","Faro","16"
"Abr-16","Faro","17"
"Abr-17","Faro","19"
"Abr-18","Faro","12"
"Abr-19","Faro","14"
"Abr-20","Faro","16"
"Abr-21","Faro","16"
"Abr-22","Faro","13"
"Abr-23","Faro","20"
"Abr-24","Faro","14"
"Abr-25","Faro","21"
"Abr-26","Faro","11"
"Abr-27","Faro","13"
"Abr-28","Faro","19"
"Abr-29","Faro","7"
"Abr-30","Faro","9"
"Mai-01","Faro","13"
"Mai-02","Faro","14"
"Mai-03","Faro","10"
"Mai-04","Faro","18"
"Mai-05","Faro","18"
"Mai-06","Faro","14"
"Mai-07","Faro","15"
"Mai-08","Faro","16"
"Mai-09","Faro","9"
"Mai-10","Faro","7"
"Mai-11","Faro","11"
"Mai-12","Faro","13"
"Mai-13","Faro","11"
"Mai-14","Faro","7"
"Mai-15","Faro","12"
"Mai-16","Faro","8"
"Mai-17","Faro","14"
"Mai-18","Faro","12"
"Mai-19","Faro","11"
"Mai-20","Faro","14"
"Mai-21","Faro","15"
"Mai-22","Faro","14"
"Mai-23","Faro","13"
"Jan-01","Guarda","7"
"Jan-02","Guarda","8"
"Jan-03","Guarda","8"
"Jan-04","Guarda","8"
"Jan-05","Guarda","9"
"Jan-06","Guarda","4"
"Jan-07","Guarda","9"
"Jan-08","Guarda","7"
"Jan-09","Guarda","6"
"Jan-10","Guarda","12"
"Jan-11","Guarda","12"
"Jan-12","Guarda","8"
"Jan-13","Guarda","9"
"Jan-14","Guarda","11"
"Jan-15","Guarda","15"
"Jan-16","Guarda","8"
"Jan-17","Guarda","5"
"Jan-18","Guarda","12"
"Jan-19","Guarda","7"
"Jan-20","Guarda","12"
"Jan-21","Guarda","6"
"Jan-22","Guarda","7"
"Jan-23","Guarda","6"
"Jan-24","Guarda","5"
"Jan-25","Guarda","4"
"Jan-26","Guarda","9"
"Jan-27","Guarda","6"
"Jan-28","Guarda","8"
"Jan-29","Guarda","6"
"Jan-30","Guarda","8"
"Jan-31","Guarda","8"
"Fev-01","Guarda","10"
"Fev-02","Guarda","9"
"Fev-03","Guarda","9"
"Fev-04","Guarda","7"
"Fev-05","Guarda","9"
"Fev-06","Guarda","12"
"Fev-07","Guarda","7"
"Fev-08","Guarda","11"
"Fev-09","Guarda","7"
"Fev-10","Guarda","9"
"Fev-11","Guarda","9"
"Fev-12","Guarda","5"
"Fev-13","Guarda","4"
"Fev-14","Guarda","7"
"Fev-15","Guarda","8"
"Fev-16","Guarda","8"
"Fev-17","Guarda","6"
"Fev-18","Guarda","6"
"Fev-19","Guarda","9"
"Fev-20","Guarda","7"
"Fev-21","Guarda","8"
"Fev-22","Guarda","5"
"Fev-23","Guarda","8"
"Fev-24","Guarda","8"
"Fev-25","Guarda","8"
"Fev-26","Guarda","4"
"Fev-27","Guarda","7"
"Fev-28","Guarda","5"
"Fev-29","Guarda","10"
"Mar-01","Guarda","4"
"Mar-02","Guarda","6"
"Mar-03","Guarda","9"
"Mar-04","Guarda","4"
"Mar-05","Guarda","3"
"Mar-06","Guarda","10"
"Mar-07","Guarda","4"
"Mar-08","Guarda","4"
"Mar-09","Guarda","9"
"Mar-10","Guarda","11"
"Mar-11","Guarda","10"
"Mar-12","Guarda","6"
"Mar-13","Guarda","7"
"Mar-14","Guarda","7"
"Mar-15","Guarda","8"
"Mar-16","Guarda","7"
"Mar-17","Guarda","8"
"Mar-18","Guarda","7"
"Mar-19","Guarda","7"
"Mar-20","Guarda","10"
"Mar-21","Guarda","7"
"Mar-22","Guarda","10"
"Mar-23","Guarda","7"
"Mar-24","Guarda","9"
"Mar-25","Guarda","5"
"Mar-26","Guarda","11"
"Mar-27","Guarda","5"
"Mar-28","Guarda","7"
"Mar-29","Guarda","9"
"Mar-30","Guarda","6"
"Mar-31","Guarda","12"
"Abr-01","Guarda","9"
"Abr-02","Guarda","5"
"Abr-03","Guarda","9"
"Abr-04","Guarda","8"
"Abr-05","Guarda","9"
"Abr-06","Guarda","5"
"Abr-07","Guarda","9"
"Abr-08","Guarda","9"
"Abr-09","Guarda","8"
"Abr-10","Guarda","9"
"Abr-11","Guarda","18"
"Abr-12","Guarda","12"
"Abr-13","Guarda","14"
"Abr-14","Guarda","8"
"Abr-15","Guarda","9"
"Abr-16","Guarda","4"
"Abr-17","Guarda","8"
"Abr-18","Guarda","6"
"Abr-19","Guarda","5"
"Abr-20","Guarda","10"
"Abr-21","Guarda","9"
"Abr-22","Guarda","8"
"Abr-23","Guarda","12"
"Abr-24","Guarda","7"
"Abr-25","Guarda","7"
"Abr-26","Guarda","5"
"Abr-27","Guarda","7"
"Abr-28","Guarda","6"
"Abr-29","Guarda","3"
"Abr-30","Guarda","9"
"Mai-01","Guarda","9"
"Mai-02","Guarda","11"
"Mai-03","Guarda","6"
"Mai-04","Guarda","3"
"Mai-05","Guarda","5"
"Mai-06","Guarda","7"
"Mai-07","Guarda","2"
"Mai-08","Guarda","7"
"Mai-09","Guarda","10"
"Mai-10","Guarda","8"
"Mai-11","Guarda","7"
"Mai-12","Guarda","5"
"Mai-13","Guarda","2"
"Mai-14","Guarda","10"
"Mai-15","Guarda","10"
"Mai-16","Guarda","6"
"Mai-17","Guarda","9"
"Mai-18","Guarda","3"
"Mai-19","Guarda","7"
"Mai-20","Guarda","8"
"Mai-21","Guarda","8"
"Mai-22","Guarda","7"
"Mai-23","Guarda","6"
"Jan-01","Ilha da Graciosa","0"
"Jan-02","Ilha da Graciosa","0"
"Jan-03","Ilha da Graciosa","0"
"Jan-04","Ilha da Graciosa","1"
"Jan-05","Ilha da Graciosa","0"
"Jan-06","Ilha da Graciosa","0"
"Jan-07","Ilha da Graciosa","1"
"Jan-08","Ilha da Graciosa","0"
"Jan-09","Ilha da Graciosa","0"
"Jan-10","Ilha da Graciosa","0"
"Jan-11","Ilha da Graciosa","0"
"Jan-12","Ilha da Graciosa","0"
"Jan-13","Ilha da Graciosa","0"
"Jan-14","Ilha da Graciosa","0"
"Jan-15","Ilha da Graciosa","0"
"Jan-16","Ilha da Graciosa","0"
"Jan-17","Ilha da Graciosa","0"
"Jan-18","Ilha da Graciosa","0"
"Jan-19","Ilha da Graciosa","0"
"Jan-20","Ilha da Graciosa","0"
"Jan-21","Ilha da Graciosa","0"
"Jan-22","Ilha da Graciosa","0"
"Jan-23","Ilha da Graciosa","0"
"Jan-24","Ilha da Graciosa","0"
"Jan-25","Ilha da Graciosa","0"
"Jan-26","Ilha da Graciosa","0"
"Jan-27","Ilha da Graciosa","0"
"Jan-28","Ilha da Graciosa","0"
"Jan-29","Ilha da Graciosa","0"
"Jan-30","Ilha da Graciosa","0"
"Jan-31","Ilha da Graciosa","0"
"Fev-01","Ilha da Graciosa","0"
"Fev-02","Ilha da Graciosa","0"
"Fev-03","Ilha da Graciosa","2"
"Fev-04","Ilha da Graciosa","0"
"Fev-05","Ilha da Graciosa","0"
"Fev-06","Ilha da Graciosa","0"
"Fev-07","Ilha da Graciosa","0"
"Fev-08","Ilha da Graciosa","0"
"Fev-09","Ilha da Graciosa","1"
"Fev-10","Ilha da Graciosa","0"
"Fev-11","Ilha da Graciosa","1"
"Fev-12","Ilha da Graciosa","0"
"Fev-13","Ilha da Graciosa","0"
"Fev-14","Ilha da Graciosa","0"
"Fev-15","Ilha da Graciosa","0"
"Fev-16","Ilha da Graciosa","0"
"Fev-17","Ilha da Graciosa","0"
"Fev-18","Ilha da Graciosa","0"
"Fev-19","Ilha da Graciosa","0"
"Fev-20","Ilha da Graciosa","1"
"Fev-21","Ilha da Graciosa","0"
"Fev-22","Ilha da Graciosa","2"
"Fev-23","Ilha da Graciosa","0"
"Fev-24","Ilha da Graciosa","0"
"Fev-25","Ilha da Graciosa","0"
"Fev-26","Ilha da Graciosa","0"
"Fev-27","Ilha da Graciosa","0"
"Fev-28","Ilha da Graciosa","0"
"Fev-29","Ilha da Graciosa","1"
"Mar-01","Ilha da Graciosa","0"
"Mar-02","Ilha da Graciosa","0"
"Mar-03","Ilha da Graciosa","0"
"Mar-04","Ilha da Graciosa","0"
"Mar-05","Ilha da Graciosa","0"
"Mar-06","Ilha da Graciosa","1"
"Mar-07","Ilha da Graciosa","0"
"Mar-08","Ilha da Graciosa","0"
"Mar-09","Ilha da Graciosa","0"
"Mar-10","Ilha da Graciosa","0"
"Mar-11","Ilha da Graciosa","0"
"Mar-12","Ilha da Graciosa","0"
"Mar-13","Ilha da Graciosa","2"
"Mar-14","Ilha da Graciosa","0"
"Mar-15","Ilha da Graciosa","0"
"Mar-16","Ilha da Graciosa","0"
"Mar-17","Ilha da Graciosa","0"
"Mar-18","Ilha da Graciosa","0"
"Mar-19","Ilha da Graciosa","0"
"Mar-20","Ilha da Graciosa","0"
"Mar-21","Ilha da Graciosa","0"
"Mar-22","Ilha da Graciosa","2"
"Mar-23","Ilha da Graciosa","0"
"Mar-24","Ilha da Graciosa","0"
"Mar-25","Ilha da Graciosa","0"
"Mar-26","Ilha da Graciosa","1"
"Mar-27","Ilha da Graciosa","0"
"Mar-28","Ilha da Graciosa","1"
"Mar-29","Ilha da Graciosa","0"
"Mar-30","Ilha da Graciosa","0"
"Mar-31","Ilha da Graciosa","1"
"Abr-01","Ilha da Graciosa","0"
"Abr-02","Ilha da Graciosa","1"
"Abr-03","Ilha da Graciosa","1"
"Abr-04","Ilha da Graciosa","0"
"Abr-05","Ilha da Graciosa","0"
"Abr-06","Ilha da Graciosa","0"
"Abr-07","Ilha da Graciosa","0"
"Abr-08","Ilha da Graciosa","1"
"Abr-09","Ilha da Graciosa","0"
"Abr-10","Ilha da Graciosa","0"
"Abr-11","Ilha da Graciosa","0"
"Abr-12","Ilha da Graciosa","0"
"Abr-13","Ilha da Graciosa","0"
"Abr-14","Ilha da Graciosa","0"
"Abr-15","Ilha da Graciosa","0"
"Abr-16","Ilha da Graciosa","0"
"Abr-17","Ilha da Graciosa","0"
"Abr-18","Ilha da Graciosa","0"
"Abr-19","Ilha da Graciosa","0"
"Abr-20","Ilha da Graciosa","0"
"Abr-21","Ilha da Graciosa","0"
"Abr-22","Ilha da Graciosa","0"
"Abr-23","Ilha da Graciosa","0"
"Abr-24","Ilha da Graciosa","0"
"Abr-25","Ilha da Graciosa","0"
"Abr-26","Ilha da Graciosa","0"
"Abr-27","Ilha da Graciosa","0"
"Abr-28","Ilha da Graciosa","1"
"Abr-29","Ilha da Graciosa","0"
"Abr-30","Ilha da Graciosa","1"
"Mai-01","Ilha da Graciosa","0"
"Mai-02","Ilha da Graciosa","0"
"Mai-03","Ilha da Graciosa","0"
"Mai-04","Ilha da Graciosa","0"
"Mai-05","Ilha da Graciosa","0"
"Mai-06","Ilha da Graciosa","0"
"Mai-07","Ilha da Graciosa","1"
"Mai-08","Ilha da Graciosa","0"
"Mai-09","Ilha da Graciosa","0"
"Mai-10","Ilha da Graciosa","0"
"Mai-11","Ilha da Graciosa","0"
"Mai-12","Ilha da Graciosa","0"
"Mai-13","Ilha da Graciosa","0"
"Mai-14","Ilha da Graciosa","1"
"Mai-15","Ilha da Graciosa","0"
"Mai-16","Ilha da Graciosa","0"
"Mai-17","Ilha da Graciosa","0"
"Mai-18","Ilha da Graciosa","0"
"Mai-19","Ilha da Graciosa","0"
"Mai-20","Ilha da Graciosa","1"
"Mai-21","Ilha da Graciosa","1"
"Mai-22","Ilha da Graciosa","0"
"Mai-23","Ilha da Graciosa","0"
"Jan-01","Ilha da Madeira","8"
"Jan-02","Ilha da Madeira","10"
"Jan-03","Ilha da Madeira","9"
"Jan-04","Ilha da Madeira","10"
"Jan-05","Ilha da Madeira","8"
"Jan-06","Ilha da Madeira","11"
"Jan-07","Ilha da Madeira","6"
"Jan-08","Ilha da Madeira","6"
"Jan-09","Ilha da Madeira","8"
"Jan-10","Ilha da Madeira","12"
"Jan-11","Ilha da Madeira","3"
"Jan-12","Ilha da Madeira","9"
"Jan-13","Ilha da Madeira","4"
"Jan-14","Ilha da Madeira","11"
